Survey Taker: Survey Response,Survey Taker: Created Date,Response,Question Type,Survey Taker: ID,Survey Question: Choices,Survey Question: Survey,Survey Question: Question Title,Survey Score
7096,25/07/2025,2,Single Select--Vertical,a0eTm000000epzt,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Premierbet Email EN,How satisfied were you with the Customer Service you received today?,2
7107,25/07/2025,2,Single Select--Vertical,a0eTm000000ernB,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Mercury Bet Chat EN,How likely would you to to recommend Mercury Bet to a friend or colleague?,2
7122,25/07/2025,2,Single Select--Vertical,a0eTm000000evvd,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Mercury Bet Chat EN,How satisfied were you with the Customer Service you received today?,2
7137,26/07/2025,2,Single Select--Vertical,a0eTm000000f1pl,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Premier Bet Chat EN,How satisfied were you with the Customer Service you received today?,2
7154,26/07/2025,2,Single Select--Vertical,a0eTm000000f3gH,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Mercury Bet Chat EN,How likely would you to to recommend Mercury Bet to a friend or colleague?,2
7166,27/07/2025,2,Single Select--Vertical,a0eTm000000f7vC,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Mercury Bet Chat EN,How satisfied were you with the Customer Service you received today?,2
7176,27/07/2025,2,Single Select--Vertical,a0eTm000000f9Tx,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Premier Bet Chat EN,How satisfied were you with the Customer Service you received today?,2
7176,27/07/2025,2,Single Select--Vertical,a0eTm000000f9Tx,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Premier Bet Chat EN,How likely are you to recommend Premier Bet to a friend or colleague?,2
7221,29/07/2025,2,Single Select--Vertical,a0eTm000000fcVx,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Mercury Bet Chat EN,How satisfied were you with the Customer Service you received today?,2
7234,29/07/2025,2,Single Select--Vertical,a0eTm000000fhSP,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Mercury Bet Chat EN,How satisfied were you with the Customer Service you received today?,2
7235,29/07/2025,2,Single Select--Vertical,a0eTm000000fhU1,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Mercury Bet Chat EN,How satisfied were you with the Customer Service you received today?,2
7244,30/07/2025,2,Single Select--Vertical,a0eTm000000gVSP,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Premierbet Email EN,How satisfied were you with the Customer Service you received today?,2
7249,30/07/2025,2,Single Select--Vertical,a0eTm000000gfmj,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Premierbet Email EN,How satisfied were you with the Customer Service you received today?,2
7263,31/07/2025,2,Single Select--Vertical,a0eTm000000gzgb,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Mercury Bet Chat EN,How satisfied were you with the Customer Service you received today?,2
7266,31/07/2025,2,Single Select--Vertical,a0eTm000000gzzx,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Premier Bet Chat EN,How satisfied were you with the Customer Service you received today?,2
7267,31/07/2025,2,Single Select--Vertical,a0eTm000000gzYY,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Premierbet Email EN,How satisfied were you with the Customer Service you received today?,2
7366,03/08/2025,2,Single Select--Vertical,a0eTm000000hWUT,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Premier Bet Chat EN,How likely are you to recommend Premier Bet to a friend or colleague?,2
7369,03/08/2025,2,Single Select--Vertical,a0eTm000000hWpR,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Mercury Bet Chat EN,How satisfied were you with the Customer Service you received today?,2
7374,03/08/2025,2,Single Select--Vertical,a0eTm000000hXiH,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Mercury Bet Chat EN,How likely would you to to recommend Mercury Bet to a friend or colleague?,2
7092,24/07/2025,3,Single Select--Vertical,a0eTm000000dtsf,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Premierbet Email EN,How satisfied were you with the Customer Service you received today?,3
7119,25/07/2025,3,Single Select--Vertical,a0eTm000000evNl,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Mercury Bet Chat EN,How satisfied were you with the Customer Service you received today?,3
7124,25/07/2025,3,Single Select--Vertical,a0eTm000000ewV7,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Mercury Bet Chat EN,How satisfied were you with the Customer Service you received today?,3
7128,26/07/2025,3,Single Select--Vertical,a0eTm000000ey77,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Mercury Bet Chat EN,How likely would you to to recommend Mercury Bet to a friend or colleague?,3
7129,26/07/2025,3,Single Select--Vertical,a0eTm000000f1Y1,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Mercury Bet Chat EN,How satisfied were you with the Customer Service you received today?,3
7137,26/07/2025,3,Single Select--Vertical,a0eTm000000f1pl,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Premier Bet Chat EN,How likely are you to recommend Premier Bet to a friend or colleague?,3
7149,26/07/2025,3,Single Select--Vertical,a0eTm000000f3DF,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Premier Bet Chat EN,How satisfied were you with the Customer Service you received today?,3
7150,26/07/2025,3,Single Select--Vertical,a0eTm000000f3Jh,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Premier Bet Chat EN,How likely are you to recommend Premier Bet to a friend or colleague?,3
7165,27/07/2025,3,Single Select--Vertical,a0eTm000000f7rx,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Premierbet Email EN,How satisfied were you with the Customer Service you received today?,3
7197,28/07/2025,3,Single Select--Vertical,a0eTm000000fM1N,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Premierbet Email EN,How likely are you to recommend Premier Bet to a friend or colleague?,3
7216,29/07/2025,3,Single Select--Vertical,a0eTm000000fbwT,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Mercury Bet Chat EN,How likely would you to to recommend Mercury Bet to a friend or colleague?,3
7223,29/07/2025,3,Single Select--Vertical,a0eTm000000fdmz,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Mercury Bet Chat EN,How satisfied were you with the Customer Service you received today?,3
7228,29/07/2025,3,Single Select--Vertical,a0eTm000000ffDh,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Premierbet Email EN,How satisfied were you with the Customer Service you received today?,3
7232,29/07/2025,3,Single Select--Vertical,a0eTm000000fhCH,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Premierbet Email EN,How satisfied were you with the Customer Service you received today?,3
7321,01/08/2025,3,Single Select--Vertical,a0eTm000000hLZ3,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Premier Bet Chat EN,How satisfied were you with the Customer Service you received today?,3
7385,04/08/2025,3,Single Select--Vertical,a0eTm000000hhrJ,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Premier Bet Chat EN,How satisfied were you with the Customer Service you received today?,3
7097,25/07/2025,4,Single Select--Vertical,a0eTm000000eqnt,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Mercury Bet Chat EN,How satisfied were you with the Customer Service you received today?,4
7098,25/07/2025,4,Single Select--Vertical,a0eTm000000eqpV,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Mercury Bet Chat EN,How satisfied were you with the Customer Service you received today?,4
7113,25/07/2025,4,Single Select--Vertical,a0eTm000000etiX,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Mercury Bet Chat EN,How satisfied were you with the Customer Service you received today?,4
7118,25/07/2025,4,Single Select--Vertical,a0eTm000000eurV,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Mercury Bet Chat EN,How satisfied were you with the Customer Service you received today?,4
7122,25/07/2025,4,Single Select--Vertical,a0eTm000000evvd,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Mercury Bet Chat EN,How likely would you to to recommend Mercury Bet to a friend or colleague?,4
7165,27/07/2025,4,Single Select--Vertical,a0eTm000000f7rx,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Premierbet Email EN,How likely are you to recommend Premier Bet to a friend or colleague?,4
7175,27/07/2025,4,Single Select--Vertical,a0eTm000000f9Lt,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Premierbet Email EN,How satisfied were you with the Customer Service you received today?,4
7206,28/07/2025,4,Single Select--Vertical,a0eTm000000fNQT,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Premierbet Email EN,How satisfied were you with the Customer Service you received today?,4
7240,29/07/2025,4,Single Select--Vertical,a0eTm000000fiAr,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Premier Bet Chat EN,How satisfied were you with the Customer Service you received today?,4
7257,31/07/2025,4,Single Select--Vertical,a0eTm000000gxuv,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Premier Bet Chat EN,How satisfied were you with the Customer Service you received today?,4
7274,31/07/2025,4,Single Select--Vertical,a0eTm000000h1nF,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Mercury Bet Chat EN,How likely would you to to recommend Mercury Bet to a friend or colleague?,4
7371,03/08/2025,4,Single Select--Vertical,a0eTm000000hXFF,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Premier Bet Chat EN,How satisfied were you with the Customer Service you received today?,4
7379,04/08/2025,4,Single Select--Vertical,a0eTm000000hfHd,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Premier Bet Chat EN,How likely are you to recommend Premier Bet to a friend or colleague?,4
7385,04/08/2025,4,Single Select--Vertical,a0eTm000000hhrJ,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Premier Bet Chat EN,How likely are you to recommend Premier Bet to a friend or colleague?,4
7389,04/08/2025,4,Single Select--Vertical,a0eTm000000hkve,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Premierbet Email EN,How likely are you to recommend Premier Bet to a friend or colleague?,4
7124,25/07/2025,5,Single Select--Vertical,a0eTm000000ewV7,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Mercury Bet Chat EN,How likely would you to to recommend Mercury Bet to a friend or colleague?,5
7149,26/07/2025,5,Single Select--Vertical,a0eTm000000f3DF,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Premier Bet Chat EN,How likely are you to recommend Premier Bet to a friend or colleague?,5
7178,27/07/2025,5,Single Select--Vertical,a0eTm000000f9k5,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Mercury Bet Chat EN,How likely would you to to recommend Mercury Bet to a friend or colleague?,5
7203,28/07/2025,5,Single Select--Vertical,a0eTm000000fMqz,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Mercury Bet Chat EN,How likely would you to to recommend Mercury Bet to a friend or colleague?,5
7244,30/07/2025,5,Single Select--Vertical,a0eTm000000gVSP,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Premierbet Email EN,How likely are you to recommend Premier Bet to a friend or colleague?,5
7361,03/08/2025,5,Single Select--Vertical,a0eTm000000hVuz,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Premierbet Email EN,How likely are you to recommend Premier Bet to a friend or colleague?,5
7368,03/08/2025,5,Single Select--Vertical,a0eTm000000hWav,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Premier Bet Chat EN,How likely are you to recommend Premier Bet to a friend or colleague?,5
7094,24/07/2025,5 - Very Satisfied >,Single Select--Vertical,a0eTm000000edDx,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Premierbet Email EN,How satisfied were you with the Customer Service you received today?,5
7115,25/07/2025,5 - Very Satisfied >,Single Select--Vertical,a0eTm000000eu9x,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Mercury Bet Chat EN,How satisfied were you with the Customer Service you received today?,5
7134,26/07/2025,5 - Very Satisfied >,Single Select--Vertical,a0eTm000000f1jJ,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Mercury Bet Chat EN,How satisfied were you with the Customer Service you received today?,5
7135,26/07/2025,5 - Very Satisfied >,Single Select--Vertical,a0eTm000000f1kv,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Premierbet Email EN,How satisfied were you with the Customer Service you received today?,5
7136,26/07/2025,5 - Very Satisfied >,Single Select--Vertical,a0eTm000000f1mX,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Mercury Bet Chat EN,How satisfied were you with the Customer Service you received today?,5
7138,26/07/2025,5 - Very Satisfied >,Single Select--Vertical,a0eTm000000f2Aj,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Mercury Bet Chat EN,How satisfied were you with the Customer Service you received today?,5
7170,27/07/2025,5 - Very Satisfied >,Single Select--Vertical,a0eTm000000f8Mb,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Mercury Bet Chat EN,How satisfied were you with the Customer Service you received today?,5
7173,27/07/2025,5 - Very Satisfied >,Single Select--Vertical,a0eTm000000f92X,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Premier Bet Chat EN,How satisfied were you with the Customer Service you received today?,5
7174,27/07/2025,5 - Very Satisfied >,Single Select--Vertical,a0eTm000000f9Dp,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Mercury Bet Chat EN,How satisfied were you with the Customer Service you received today?,5
7179,27/07/2025,5 - Very Satisfied >,Single Select--Vertical,a0eTm000000f9ov,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Mercury Bet Chat EN,How satisfied were you with the Customer Service you received today?,5
7180,27/07/2025,5 - Very Satisfied >,Single Select--Vertical,a0eTm000000f9vN,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Premier Bet Chat EN,How satisfied were you with the Customer Service you received today?,5
7181,27/07/2025,5 - Very Satisfied >,Single Select--Vertical,a0eTm000000fAEj,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Mercury Bet Chat EN,How satisfied were you with the Customer Service you received today?,5
7192,28/07/2025,5 - Very Satisfied >,Single Select--Vertical,a0eTm000000fLZx,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Mercury Bet Chat EN,How satisfied were you with the Customer Service you received today?,5
7207,28/07/2025,5 - Very Satisfied >,Single Select--Vertical,a0eTm000000fNVJ,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Premier Bet Chat EN,How satisfied were you with the Customer Service you received today?,5
7210,28/07/2025,5 - Very Satisfied >,Single Select--Vertical,a0eTm000000fORN,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Premier Bet Chat EN,How satisfied were you with the Customer Service you received today?,5
7215,29/07/2025,5 - Very Satisfied >,Single Select--Vertical,a0eTm000000fYdd,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Premierbet Email EN,How satisfied were you with the Customer Service you received today?,5
7226,29/07/2025,5 - Very Satisfied >,Single Select--Vertical,a0eTm000000fe4j,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Mercury Bet Chat EN,How satisfied were you with the Customer Service you received today?,5
7239,29/07/2025,5 - Very Satisfied >,Single Select--Vertical,a0eTm000000fiBZ,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Mercury Bet Chat EN,How satisfied were you with the Customer Service you received today?,5
7245,30/07/2025,5 - Very Satisfied >,Single Select--Vertical,a0eTm000000gWS5,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Mercury Bet Chat EN,How satisfied were you with the Customer Service you received today?,5
7247,30/07/2025,5 - Very Satisfied >,Single Select--Vertical,a0eTm000000ge97,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Mercury Bet Chat EN,How satisfied were you with the Customer Service you received today?,5
7287,31/07/2025,5 - Very Satisfied >,Single Select--Vertical,a0eTm000000h4rZ,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Mercury Bet Chat EN,How satisfied were you with the Customer Service you received today?,5
7288,31/07/2025,5 - Very Satisfied >,Single Select--Vertical,a0eTm000000h4wP,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Mercury Bet Chat EN,How satisfied were you with the Customer Service you received today?,5
7291,01/08/2025,5 - Very Satisfied >,Single Select--Vertical,a0eTm000000hCCP,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Premier Bet Chat EN,How satisfied were you with the Customer Service you received today?,5
7292,01/08/2025,5 - Very Satisfied >,Single Select--Vertical,a0eTm000000h9Rp,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Premier Bet Chat EN,How satisfied were you with the Customer Service you received today?,5
7308,01/08/2025,5 - Very Satisfied >,Single Select--Vertical,a0eTm000000hGfp,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Premier Bet Chat EN,How satisfied were you with the Customer Service you received today?,5
7317,01/08/2025,5 - Very Satisfied >,Single Select--Vertical,a0eTm000000hKrV,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Premierbet Email EN,How satisfied were you with the Customer Service you received today?,5
7318,01/08/2025,5 - Very Satisfied >,Single Select--Vertical,a0eTm000000hKuj,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Premierbet Email EN,How satisfied were you with the Customer Service you received today?,5
7324,02/08/2025,5 - Very Satisfied >,Single Select--Vertical,a0eTm000000hMV7,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Premierbet Email EN,How satisfied were you with the Customer Service you received today?,5
7328,02/08/2025,5 - Very Satisfied >,Single Select--Vertical,a0eTm000000hQ2T,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Premier Bet Chat EN,How satisfied were you with the Customer Service you received today?,5
7331,02/08/2025,5 - Very Satisfied >,Single Select--Vertical,a0eTm000000hQKD,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Premier Bet Chat EN,How satisfied were you with the Customer Service you received today?,5
7334,02/08/2025,5 - Very Satisfied >,Single Select--Vertical,a0eTm000000hQP3,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Mercury Bet Chat EN,How satisfied were you with the Customer Service you received today?,5
7335,02/08/2025,5 - Very Satisfied >,Single Select--Vertical,a0eTm000000hQSH,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Premier Bet Chat EN,How satisfied were you with the Customer Service you received today?,5
7347,02/08/2025,5 - Very Satisfied >,Single Select--Vertical,a0eTm000000hR09,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Mercury Bet Chat EN,How satisfied were you with the Customer Service you received today?,5
7351,02/08/2025,5 - Very Satisfied >,Single Select--Vertical,a0eTm000000hRg5,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Premierbet Email EN,How satisfied were you with the Customer Service you received today?,5
7353,02/08/2025,5 - Very Satisfied >,Single Select--Vertical,a0eTm000000hRrN,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Premier Bet Chat EN,How satisfied were you with the Customer Service you received today?,5
7360,03/08/2025,5 - Very Satisfied >,Single Select--Vertical,a0eTm000000hVoX,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Mercury Bet Chat EN,How satisfied were you with the Customer Service you received today?,5
7361,03/08/2025,5 - Very Satisfied >,Single Select--Vertical,a0eTm000000hVuz,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Premierbet Email EN,How satisfied were you with the Customer Service you received today?,5
7370,03/08/2025,5 - Very Satisfied >,Single Select--Vertical,a0eTm000000hX8n,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Premier Bet Chat EN,How satisfied were you with the Customer Service you received today?,5
7372,03/08/2025,5 - Very Satisfied >,Single Select--Vertical,a0eTm000000hXIT,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Premier Bet Chat EN,How satisfied were you with the Customer Service you received today?,5
7387,04/08/2025,5 - Very Satisfied >,Single Select--Vertical,a0eTm000000hjmf,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Premier Bet Chat EN,How satisfied were you with the Customer Service you received today?,5
7391,04/08/2025,5 - Very Satisfied >,Single Select--Vertical,a0eTm000000hlzl,"1 - <Not Satisfied
2
3
4
5 - Very Satisfied >",Mercury Bet Chat EN,How satisfied were you with the Customer Service you received today?,5
7119,25/07/2025,6,Single Select--Vertical,a0eTm000000evNl,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Mercury Bet Chat EN,How likely would you to to recommend Mercury Bet to a friend or colleague?,6
7129,26/07/2025,6,Single Select--Vertical,a0eTm000000f1Y1,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Mercury Bet Chat EN,How likely would you to to recommend Mercury Bet to a friend or colleague?,6
7109,25/07/2025,7,Single Select--Vertical,a0eTm000000esWL,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Premier Bet Chat EN,How likely are you to recommend Premier Bet to a friend or colleague?,7
7228,29/07/2025,7,Single Select--Vertical,a0eTm000000ffDh,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Premierbet Email EN,How likely are you to recommend Premier Bet to a friend or colleague?,7
7257,31/07/2025,7,Single Select--Vertical,a0eTm000000gxuv,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Premier Bet Chat EN,How likely are you to recommend Premier Bet to a friend or colleague?,7
7394,04/08/2025,7,Single Select--Vertical,a0eTm000000hnIP,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Mercury Bet Chat EN,How likely would you to to recommend Mercury Bet to a friend or colleague?,7
7113,25/07/2025,8,Single Select--Vertical,a0eTm000000etiX,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Mercury Bet Chat EN,How likely would you to to recommend Mercury Bet to a friend or colleague?,8
7175,27/07/2025,8,Single Select--Vertical,a0eTm000000f9Lt,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Premierbet Email EN,How likely are you to recommend Premier Bet to a friend or colleague?,8
7135,26/07/2025,9,Single Select--Vertical,a0eTm000000f1kv,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Premierbet Email EN,How likely are you to recommend Premier Bet to a friend or colleague?,9
7215,29/07/2025,9,Single Select--Vertical,a0eTm000000fYdd,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Premierbet Email EN,How likely are you to recommend Premier Bet to a friend or colleague?,9
7223,29/07/2025,9,Single Select--Vertical,a0eTm000000fdmz,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Mercury Bet Chat EN,How likely would you to to recommend Mercury Bet to a friend or colleague?,9
7226,29/07/2025,9,Single Select--Vertical,a0eTm000000fe4j,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Mercury Bet Chat EN,How likely would you to to recommend Mercury Bet to a friend or colleague?,9
7251,30/07/2025,9,Single Select--Vertical,a0eTm000000gmLB,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Mercury Bet Chat EN,How likely would you to to recommend Mercury Bet to a friend or colleague?,9
7324,02/08/2025,9,Single Select--Vertical,a0eTm000000hMV7,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Premierbet Email EN,How likely are you to recommend Premier Bet to a friend or colleague?,9
7327,02/08/2025,9,Single Select--Vertical,a0eTm000000hQ0r,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Premierbet Email EN,How likely are you to recommend Premier Bet to a friend or colleague?,9
7370,03/08/2025,9,Single Select--Vertical,a0eTm000000hX8n,"0 - < Very Unlikely
1
2
3
4
5
6
7
8
9
10 - Very Likely >",Premier Bet Chat EN,How likely are you to recommend Premier Bet to a friend or colleague?,9
7092,24/07/2025,No,Single Select--Vertical,a0eTm000000dtsf,"Yes
No",Premierbet Email EN,Was the issue reported in the email resolved by the agent?,0
7096,25/07/2025,No,Single Select--Vertical,a0eTm000000epzt,"Yes
No",Premierbet Email EN,Was the issue reported in the email resolved by the agent?,0
7097,25/07/2025,No,Single Select--Vertical,a0eTm000000eqnt,"Yes
No",Mercury Bet Chat EN,Was the issue reported in the chat resolved by the agent?,0
7098,25/07/2025,No,Single Select--Vertical,a0eTm000000eqpV,"Yes
No",Mercury Bet Chat EN,Was the issue reported in the chat resolved by the agent?,0
7099,25/07/2025,No,Single Select--Vertical,a0eTm000000eqr7,"Yes
No",Premier Bet Chat EN,Was the issue reported in the chat resolved by the agent?,0
7107,25/07/2025,No,Single Select--Vertical,a0eTm000000ernB,"Yes
No",Mercury Bet Chat EN,Was the issue reported in the chat resolved by the agent?,0
7108,25/07/2025,No,Single Select--Vertical,a0eTm000000esUj,"Yes
No",Mercury Bet Chat EN,Was the issue reported in the chat resolved by the agent?,0
7109,25/07/2025,No,Single Select--Vertical,a0eTm000000esWL,"Yes
No",Premier Bet Chat EN,Was the issue reported in the chat resolved by the agent?,0
7112,25/07/2025,No,Single Select--Vertical,a0eTm000000etAf,"Yes
No",Mercury Bet Chat EN,Was the issue reported in the chat resolved by the agent?,0
7115,25/07/2025,No,Single Select--Vertical,a0eTm000000eu9x,"Yes
No",Mercury Bet Chat EN,Was the issue reported in the chat resolved by the agent?,0
7116,25/07/2025,No,Single Select--Vertical,a0eTm000000eucz,"Yes
No",Mercury Bet Chat EN,Was the issue reported in the chat resolved by the agent?,0
7119,25/07/2025,No,Single Select--Vertical,a0eTm000000evNl,"Yes
No",Mercury Bet Chat EN,Was the issue reported in the chat resolved by the agent?,0
7121,25/07/2025,No,Single Select--Vertical,a0eTm000000evsP,"Yes
No",Premier Bet Chat EN,Was the issue reported in the chat resolved by the agent?,0
7122,25/07/2025,No,Single Select--Vertical,a0eTm000000evvd,"Yes
No",Mercury Bet Chat EN,Was the issue reported in the chat resolved by the agent?,0
7123,25/07/2025,No,Single Select--Vertical,a0eTm000000ew3h,"Yes
No",Mercury Bet Chat EN,Was the issue reported in the chat resolved by the agent?,0
7124,25/07/2025,No,Single Select--Vertical,a0eTm000000ewV7,"Yes
No",Mercury Bet Chat EN,Was the issue reported in the chat resolved by the agent?,0
7125,25/07/2025,No,Single Select--Vertical,a0eTm000000ewWj,"Yes
No",Mercury Bet Chat EN,Was the issue reported in the chat resolved by the agent?,0
7126,25/07/2025,No,Single Select--Vertical,a0eTm000000ewi1,"Yes
No",Mercury Bet Chat EN,Was the issue reported in the chat resolved by the agent?,0
7128,26/07/2025,No,Single Select--Vertical,a0eTm000000ey77,"Yes
No",Mercury Bet Chat EN,Was the issue reported in the chat resolved by the agent?,0
7131,26/07/2025,No,Single Select--Vertical,a0eTm000000f1cr,"Yes
No",Mercury Bet Chat EN,Was the issue reported in the chat resolved by the agent?,0
7132,26/07/2025,No,Single Select--Vertical,a0eTm000000f1eT,"Yes
No",Mercury Bet Chat EN,Was the issue reported in the chat resolved by the agent?,0
7134,26/07/2025,No,Single Select--Vertical,a0eTm000000f1jJ,"Yes
No",Mercury Bet Chat EN,Was the issue reported in the chat resolved by the agent?,0
